Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
132,tt1699231,2012-12-14,2012-12-14,,Quarantine 2: Terminal,https://www.imdb.com/title/tt1699231/,movie,5.2,86,2011,"Horror, Mystery, Sci-Fi, Thriller",17422,2011-01-27,John Pogue
133,tt1416336,2012-12-14,2012-12-14,,Extinction: The G.M.O. Chronicles,https://www.imdb.com/title/tt1416336/,movie,4.6,110,2011,"Drama, Horror, Sci-Fi",1524,2011-11-17,Niki Drozdowski
134,tt1650516,2012-12-14,2012-12-14,,Dead Genesis,https://www.imdb.com/title/tt1650516/,movie,3.4,98,2010,"Action, Horror, Thriller",494,2010-04-17,Reese Eveneshen
135,tt1592209,2012-12-14,2012-12-14,,The Defiled,https://www.imdb.com/title/tt1592209/,movie,3.2,100,2010,"Drama, Horror, Sci-Fi",154,2010-10-13,Julian Grant
136,tt1733578,2012-12-14,2012-12-14,,World of the Dead: The Zombie Diaries,https://www.imdb.com/title/tt1733578/,movie,3.8,88,2011,"Action, Horror, Sci-Fi",2285,2011-06-24,"Kevin Gates, Michael G. Bartlett"
137,tt1336006,2012-12-14,2012-12-14,,The Revenant,https://www.imdb.com/title/tt1336006/,movie,6.3,117,2009,"Comedy, Fantasy, Horror",10258,2009-08-16,D. Kerry Prior
138,tt1649444,2012-12-14,2012-12-14,,[Rec]³: Génesis,https://www.imdb.com/title/tt1649444/,movie,5.0,80,2012,"Horror, Thriller",30987,2012-03-09,Paco Plaza
139,tt1649443,2012-12-14,2012-12-14,,[REC] 4: Apocalipsis,https://www.imdb.com/title/tt1649443/,movie,5.4,95,2014,"Horror, Thriller",14505,2014-09-09,Jaume Balagueró
140,tt1650042,2012-12-14,2012-12-14,,Dead Season,https://www.imdb.com/title/tt1650042/,movie,4.8,85,2012,"Horror, Sci-Fi",2976,2012-05-15,Adam Deyoe
141,tt1377290,2012-12-14,2012-12-14,,Fast Zombies with Guns,https://www.imdb.com/title/tt1377290/,movie,2.2,87,2009,Horror,118,2009-01-09,Bennie Woodell
142,tt1418712,2012-12-14,2012-12-14,,Outpost: Black Sun,https://www.imdb.com/title/tt1418712/,movie,5.0,101,2012,"Action, Horror, Sci-Fi",4822,2012-04-27,Steve Barker
143,tt0892899,2012-12-14,2012-12-14,,Outpost,https://www.imdb.com/title/tt0892899/,movie,5.9,90,2008,"Action, Horror, Sci-Fi",15533,2008-03-11,Steve Barker
144,tt2022190,2012-12-14,2012-12-14,,The Walking Dead: Webisodes,https://www.imdb.com/title/tt2022190/,tvSeries,8.0,8,2011,"Short, Drama, Horror, Sci-Fi, Thriller",3666,2011-10-03,
145,tt0033787,2012-12-14,2012-12-14,,King of the Zombies,https://www.imdb.com/title/tt0033787/,movie,5.3,67,1941,"Adventure, Comedy, Horror",1762,1941-05-14,Jean Yarbrough
146,tt0036307,2012-12-14,2012-12-14,,Revenge of the Zombies,https://www.imdb.com/title/tt0036307/,movie,4.6,61,1943,"Adventure, Comedy, Horror, Sci-Fi",542,1943-09-17,Steve Sekely
147,tt0060434,2012-12-14,2012-12-14,,The Frozen Dead,https://www.imdb.com/title/tt0060434/,movie,5.1,95,1966,"Sci-Fi, Horror",642,1966-10-31,Herbert J. Leder
148,tt0076704,2012-12-14,2012-12-14,,Shock Waves,https://www.imdb.com/title/tt0076704/,movie,5.7,85,1977,"Horror, Mystery, Sci-Fi",4481,1977-07-15,Ken Wiederhorn
149,tt0086486,2012-12-14,2012-12-14,,La tumba de los muertos vivientes,https://www.imdb.com/title/tt0086486/,movie,2.5,82,1982,Horror,2039,1982-04-21,Jesús Franco
150,tt0439615,2012-12-14,2012-12-14,,Horrors of War,https://www.imdb.com/title/tt0439615/,movie,3.1,99,2006,"Action, Horror, Sci-Fi, War",1051,2006-03-25,"Peter John Ross, John Whitney"
151,tt0849483,2012-12-14,2012-12-14,,War of the Dead,https://www.imdb.com/title/tt0849483/,video,2.2,88,2006,Horror,255,2006-02-07,Sean Cisterna
152,tt1316429,2012-12-14,2012-12-14,,The Soldier,https://www.imdb.com/title/tt1316429/,short,6.6,10,2007,"Short, Horror, War",74,2007-10-29,Shaun Robert Smith
153,tt1112672,2012-12-14,2012-12-14,,Experiment 18: Das Hexenhammer-Projekt,https://www.imdb.com/title/tt1112672/,short,5.4,10,2007,"Short, History, Horror, War",41,2007-10-07,Christian Matzke
154,tt0472073,2012-12-14,2012-12-14,,Don't Wake the Dead,https://www.imdb.com/title/tt0472073/,movie,3.0,78,2008,Horror,209,2008-05-02,Andreas Schnaas
155,tt1289834,2012-12-14,2012-12-14,,Re-Animator: 1942,https://www.imdb.com/title/tt1289834/,short,4.2,3,2008,"Short, Horror, Sci-Fi",61,2008-04-25,"Gary Fierro, Justin Tacchi"
156,tt1370175,2012-12-14,2012-12-14,,The Diary of Anne Frank of the Dead,https://www.imdb.com/title/tt1370175/,short,6.1,2,2008,Short,28,2008-08-29,Scotty Baker
157,tt0450336,2012-12-14,2012-12-14,,Town Creek,https://www.imdb.com/title/tt0450336/,movie,5.4,90,2009,Horror,10881,2009-09-18,Joel Schumacher
158,tt1542977,2012-12-14,2012-12-14,,Zombienation (Hail to the Führer),https://www.imdb.com/title/tt1542977/,movie,3.5,82,2009,Horror,60,2009-10-31,Víctor Méndez
159,tt1343712,2012-12-14,2012-12-14,,First Squad: The Moment of Truth,https://www.imdb.com/title/tt1343712/,movie,5.7,73,2009,"Animation, Action, Drama, History, War",1472,2009-05-13,"Misha Shprits, Aljosha Klimov, Yoshiharu Ashino"
160,tt2255929,2012-12-14,2012-12-14,,Return of the Bloodsucking Nazi Zombies,https://www.imdb.com/title/tt2255929/,short,2.7,18,2010,"Short, Horror",9,2012-02-11,Mathis Vogel
161,tt0780645,2012-12-14,2012-12-14,,War of the Dead,https://www.imdb.com/title/tt0780645/,movie,4.1,86,2011,"Action, Adventure, Horror, Sci-Fi, Thriller, War",2387,2011-10-22,Marko Mäkilaakso
162,tt1948521,2012-12-14,2012-12-14,,Attack of the Herbals,https://www.imdb.com/title/tt1948521/,movie,3.6,81,2011,"Comedy, Horror",375,2011-05-17,David Ryan Keith
163,tt1456940,2012-12-14,2012-12-14,,The 4th Reich,https://www.imdb.com/title/tt1456940/,movie,,97,,"Action, Horror, War",,,Shaun Robert Smith
164,tt2241403,2012-12-14,2012-12-14,,Outpost: Rise of the Spetsnaz,https://www.imdb.com/title/tt2241403/,movie,5.1,87,2013,"Action, Horror, Sci-Fi",1947,2013-06-27,Kieran Parker
165,tt1993314,2012-12-14,2012-12-14,,Beastie Boys: Don't Play No Game That I Can't Win,https://www.imdb.com/title/tt1993314/,video,6.8,11,2011,"Short, Music",153,2011-07-18,Spike Jonze
166,tt2130142,2012-12-14,2012-12-14,,Nazis at the Center of the Earth,https://www.imdb.com/title/tt2130142/,video,3.2,89,2012,"Action, Adventure, Comedy, Horror, Mystery, Sci-Fi, Thriller, War",3370,2012-04-24,Joseph J. Lawson
167,tt1595006,2012-12-14,2012-12-14,,The Last Zombi Hunter,https://www.imdb.com/title/tt1595006/,movie,4.0,75,2010,"Action, Horror, Sci-Fi",22,,S.N. Sibley
168,tt1588173,2012-12-14,2012-12-14,,Warm Bodies,https://www.imdb.com/title/tt1588173/,movie,6.9,98,2013,"Comedy, Horror, Romance",209476,2013-01-16,Jonathan Levine
169,tt0816711,2012-12-14,2012-12-14,,World War Z,https://www.imdb.com/title/tt0816711/,movie,7.0,116,2013,"Action, Adventure, Horror, Sci-Fi, Thriller",557031,2013-06-02,Marc Forster
170,tt1612319,2012-12-14,2012-12-14,,Re-Kill,https://www.imdb.com/title/tt1612319/,movie,5.0,88,2015,"Action, Horror",2337,2015-10-16,Valeri Milev
171,tt1912982,2012-12-14,2012-12-14,,A Little Bit Zombie,https://www.imdb.com/title/tt1912982/,movie,5.3,87,2012,"Comedy, Horror, Sci-Fi",2592,2012-02-04,Casey Walker
172,tt0069895,2012-12-14,2012-12-14,,The Crazies,https://www.imdb.com/title/tt0069895/,movie,6.1,103,1973,"Action, Horror, Sci-Fi",9958,1973-03-16,George A. Romero
173,tt0350774,2012-12-14,2012-12-14,,Dead & Breakfast,https://www.imdb.com/title/tt0350774/,movie,5.8,88,2004,"Comedy, Fantasy, Horror, Musical",5654,2004-03-16,Matthew Leutwyler
174,tt0109809,2012-12-14,2012-12-14,,FleshEater,https://www.imdb.com/title/tt0109809/,movie,4.9,88,1988,Horror,1285,1988-08-17,S. William Hinzman
175,tt0435665,2012-12-14,2012-12-14,,House of the Dead 2,https://www.imdb.com/title/tt0435665/,tvMovie,3.8,95,2005,"Action, Comedy, Horror, Sci-Fi, Thriller",5430,2005-10-14,Michael Hurst
176,tt1329396,2012-12-14,2012-12-14,,Mangue Negro,https://www.imdb.com/title/tt1329396/,movie,5.6,105,2008,Horror,339,2008-07-28,Rodrigo Aragão
177,tt0068370,2012-12-14,2012-12-14,,Children Shouldn't Play with Dead Things,https://www.imdb.com/title/tt0068370/,movie,5.5,87,1972,"Comedy, Horror",3720,1972-06-09,Bob Clark
178,tt0079788,2012-12-14,2012-12-14,,Zombi Holocaust,https://www.imdb.com/title/tt0079788/,movie,5.3,84,1980,Horror,4710,1980-03-28,Marino Girolami
179,tt0463392,2012-12-14,2012-12-14,,Zombie Nation,https://www.imdb.com/title/tt0463392/,movie,2.1,81,2004,Horror,7853,2004-10-05,Ulli Lommel
180,tt0067525,2012-12-14,2012-12-14,,The Omega Man,https://www.imdb.com/title/tt0067525/,movie,6.6,98,1971,"Action, Sci-Fi, Thriller",26828,1971-08-01,Boris Sagal
181,tt0058700,2012-12-14,2012-12-14,,The Last Man on Earth,https://www.imdb.com/title/tt0058700/,movie,6.9,86,1964,"Horror, Sci-Fi",15694,1964-03-08,"Sidney Salkow, Ubaldo Ragona"
182,tt1192613,2012-12-14,2012-12-14,,Oneechanbara: The Movie,https://www.imdb.com/title/tt1192613/,movie,4.8,80,2008,"Action, Horror",1140,2008-04-30,Yôhei Fukuda
183,tt0060841,2012-12-14,2012-12-14,,The Plague of the Zombies,https://www.imdb.com/title/tt0060841/,movie,6.7,90,1966,Horror,4030,1966-01-09,John Gilling
184,tt0054724,2012-12-14,2012-12-14,,Zombie,https://www.imdb.com/title/tt0054724/,movie,3.3,92,1971,Horror,1127,1971-10-29,Del Tenney
185,tt1753753,2012-12-14,2012-12-14,,Eaters,https://www.imdb.com/title/tt1753753/,movie,4.1,94,2011,Horror,1304,2011-04-07,"Luca Boni, Marco Ristori"
186,tt0848552,2012-12-14,2012-12-14,,The Mad,https://www.imdb.com/title/tt0848552/,movie,4.8,83,2007,"Action, Comedy, Horror, Sci-Fi, Thriller",1599,2007-05-22,John Kalangis
187,tt0469683,2012-12-14,2012-12-14,,Automaton Transfusion,https://www.imdb.com/title/tt0469683/,movie,3.8,75,2006,Horror,2208,2006-10-18,Steven C. Miller
188,tt1185390,2012-12-14,2012-12-14,,Saikyô heiki joshikôsei: Rika - zonbi hantâ vs saikyô zonbi Gurorian,https://www.imdb.com/title/tt1185390/,movie,5.3,86,2008,"Action, Horror",393,2008-02-18,Ken'ichi Fujiwara
189,tt1338635,2012-12-14,2012-12-14,,Locked Away,https://www.imdb.com/title/tt1338635/,movie,4.5,98,2017,Horror,100,2017-09-01,Jason Morisette
190,tt2151633,2012-12-14,2012-12-14,,"Gangsters, Guns & Zombies",https://www.imdb.com/title/tt2151633/,movie,3.9,88,2012,"Comedy, Horror",703,2012-07-21,Matt Mitchell
191,tt2236182,2012-12-14,2012-12-14,,Rise of the Zombies,https://www.imdb.com/title/tt2236182/,movie,4.0,89,2012,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",3016,2012-10-08,Nick Lyon
192,tt2328841,2012-12-14,2012-12-14,,Z-108 qi cheng,https://www.imdb.com/title/tt2328841/,movie,3.2,88,2012,"Horror, Sci-Fi",848,2012-04-06,Joe Chien
193,tt0906788,2012-12-14,2012-12-14,,Zombies! Zombies! Zombies!,https://www.imdb.com/title/tt0906788/,video,4.0,82,2008,"Comedy, Horror",2279,2008-09-09,Jason Murphy
194,tt2364997,2012-12-14,2012-12-14,,Zombies Vs. Strippers,https://www.imdb.com/title/tt2364997/,movie,3.5,75,2012,"Comedy, Horror",669,2012-07-09,Alex Nicolaou
195,tt1043585,2012-12-14,2012-12-14,,Zombi: La creazione,https://www.imdb.com/title/tt1043585/,video,3.7,90,2007,"Action, Horror",327,2007-05-31,Bruno Mattei
196,tt1581839,2012-12-14,2012-12-14,,Zombie Undead,https://www.imdb.com/title/tt1581839/,movie,2.3,79,2010,Horror,431,2010-01-15,Rhys Davies
197,tt1290099,2012-12-14,2012-12-14,,Ninjas vs. Zombies,https://www.imdb.com/title/tt1290099/,movie,2.9,86,2008,"Action, Comedy, Fantasy, Horror",223,2008-10-31,Justin Timpane
198,tt1370179,2012-12-14,2012-12-14,,Doctor S Battles the Sex Crazed Reefer Zombies: The Movie,https://www.imdb.com/title/tt1370179/,movie,6.8,80,2009,"Comedy, Horror, Sci-Fi",55,2009-11-07,Bryan Ortiz
199,tt1037229,2012-12-14,2012-12-14,,Yoroi: Samurai zonbi,https://www.imdb.com/title/tt1037229/,movie,5.2,91,2008,"Action, Horror",206,2008-07-21,Tak Sakaguchi
200,tt0174360,2012-12-14,2012-12-14,,Zombie Bloodbath,https://www.imdb.com/title/tt0174360/,video,3.4,70,1993,"Horror, Comedy",357,,Todd Sheets
201,tt0197115,2012-12-14,2012-12-14,,Zombie Bloodbath 2,https://www.imdb.com/title/tt0197115/,video,2.9,98,1995,Horror,231,,Todd Sheets
202,tt0197116,2012-12-14,2012-12-14,,Zombie Bloodbath 3: Zombie Armageddon,https://www.imdb.com/title/tt0197116/,video,2.9,90,2000,Horror,197,,Todd Sheets
203,tt0086980,2012-12-14,2012-12-14,,Blood Suckers from Outer Space,https://www.imdb.com/title/tt0086980/,movie,4.9,79,1984,"Comedy, Horror, Sci-Fi",452,1984-10-31,Glen Coburn
204,tt0094962,2012-12-14,2012-12-14,,The Dead Next Door,https://www.imdb.com/title/tt0094962/,movie,5.2,78,1989,Horror,2724,1989-11-30,J.R. Bookwalter
205,tt0082559,2012-12-14,2012-12-14,,Virus,https://www.imdb.com/title/tt0082559/,movie,5.0,99,1980,"Horror, Sci-Fi, Thriller",4132,1980-11-17,"Claudio Fragasso, Bruno Mattei"
206,tt0093238,2012-12-14,2012-12-14,,I Was a Teenage Zombie,https://www.imdb.com/title/tt0093238/,movie,4.5,90,1987,"Comedy, Horror",638,1987-07-31,John Elias Michalakis
207,tt0138508,2012-12-14,2012-12-14,,I Was a Zombie for the F.B.I.,https://www.imdb.com/title/tt0138508/,movie,4.9,105,1982,"Comedy, Sci-Fi",157,,Marius Penczner
208,tt0199148,2012-12-14,2012-12-14,,Wu long tian shi zhao ji gui,https://www.imdb.com/title/tt0199148/,movie,5.2,80,1981,"Action, Comedy, Horror",322,1981-10-01,Shan Hua
209,tt0093833,2012-12-14,2012-12-14,,Redneck Zombies,https://www.imdb.com/title/tt0093833/,movie,4.3,84,1989,"Comedy, Horror",2786,1989-02-15,Pericles Lewnes
210,tt0960890,2012-12-14,2012-12-14,,Zombie Strippers!,https://www.imdb.com/title/tt0960890/,movie,4.1,94,2008,"Comedy, Horror, Sci-Fi",17013,2008-02-23,Jay Lee
211,tt0473514,2012-12-14,2012-12-14,,Mulberry St,https://www.imdb.com/title/tt0473514/,movie,5.6,84,2006,"Horror, Sci-Fi, Thriller",5325,2006-11-16,Jim Mickle
212,tt1781812,2012-12-14,2012-12-14,,Exit Humanity,https://www.imdb.com/title/tt1781812/,movie,5.3,114,2011,"Drama, Horror",4219,2011-09-18,John Geddes
213,tt1653913,2012-12-14,2012-12-14,,Nihon bundan: Heru doraibâ,https://www.imdb.com/title/tt1653913/,movie,5.4,117,2010,"Horror, Sci-Fi",1395,2010-09-28,Yoshihiro Nishimura
214,tt0378417,2012-12-14,2012-12-14,,Die Nacht der lebenden Loser,https://www.imdb.com/title/tt0378417/,movie,5.7,89,2004,"Comedy, Horror",2557,2004-11-04,Matthias Dinter
215,tt1330216,2012-12-14,2012-12-14,,"Silent Night, Zombie Night",https://www.imdb.com/title/tt1330216/,movie,4.3,83,2009,"Horror, Sci-Fi",688,2009-11-01,Sean Cain
216,tt1815746,2012-12-14,2012-12-14,,Humans vs Zombies,https://www.imdb.com/title/tt1815746/,movie,4.0,93,2011,"Comedy, Horror, Sci-Fi, Thriller",1384,2011-11-11,Brian T. Jaynes
217,tt1876547,2012-12-14,2012-12-14,,Zombie Apocalypse,https://www.imdb.com/title/tt1876547/,tvMovie,4.0,87,2011,"Action, Adventure, Horror, Sci-Fi, Thriller",4783,2011-10-29,Nick Lyon
218,tt1870527,2012-12-14,2012-12-14,,Remains,https://www.imdb.com/title/tt1870527/,movie,4.3,88,2011,"Action, Drama, Horror, Sci-Fi, Thriller",1911,2011-12-06,Colin Theys
219,tt1692954,2012-12-14,2012-12-14,,Zombie Roadkill,https://www.imdb.com/title/tt1692954/,tvSeries,6.5,,2010,"Short, Comedy, Horror",174,2010-10-04,
220,tt1344430,2012-12-14,2012-12-14,,Romeo & Juliet vs. The Living Dead,https://www.imdb.com/title/tt1344430/,movie,5.7,84,2009,"Comedy, Romance",76,2009-06-26,Ryan Denmark
221,tt0225156,2012-12-14,2012-12-14,,Batoru gâru: Tokyo crisis wars,https://www.imdb.com/title/tt0225156/,video,4.4,73,1991,"Action, Horror",123,1991-11-08,Kazuo 'Gaira' Komizu
222,tt0896534,2012-12-14,2012-12-14,,Deadgirl,https://www.imdb.com/title/tt0896534/,movie,5.7,101,2008,Horror,17686,2008-09-06,"Gadi Harel, Marcel Sarmiento"
223,tt1865346,2012-12-14,2012-12-14,,Detention of the Dead,https://www.imdb.com/title/tt1865346/,movie,4.6,87,2012,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",2424,2012-04-27,Alex Craig Mann
224,tt1762253,2012-12-14,2012-12-14,,Dave of the Dead,https://www.imdb.com/title/tt1762253/,movie,,,,"Comedy, Horror",,,Shaun O'Sullivan
225,tt1920846,2012-12-14,2012-12-14,,Another World,https://www.imdb.com/title/tt1920846/,movie,4.8,99,2014,"Action, Horror, Sci-Fi",4174,2014-09-14,Eitan Reuven
226,tt1839385,2012-12-14,2012-12-14,,28 Hours Later: The Zombie Movie,https://www.imdb.com/title/tt1839385/,movie,4.8,56,2010,"Action, Comedy, Horror",105,2010-10-30,Daniel M. Seibert
227,tt0378661,2012-12-14,2012-12-14,,Les revenants,https://www.imdb.com/title/tt0378661/,movie,5.9,102,2004,"Drama, Fantasy",2658,2004-09-04,Robin Campillo
228,tt1274419,2012-12-14,2012-12-14,,Bubba's Chili Parlor,https://www.imdb.com/title/tt1274419/,movie,4.7,84,2008,Horror,65,2008-08-23,Joey Evans
229,tt0970520,2012-12-14,2012-12-14,,Mutant Vampire Zombies from the 'Hood!,https://www.imdb.com/title/tt0970520/,movie,3.9,90,2008,"Action, Comedy, Horror, Sci-Fi",363,2009-12-31,Thunder Levin
230,tt0101467,2012-12-14,2012-12-14,,Demoni 3,https://www.imdb.com/title/tt0101467/,movie,4.1,88,1991,Horror,721,1991-01-05,Umberto Lenzi
231,tt1242605,2012-12-14,2012-12-14,,Blood Moon Rising,https://www.imdb.com/title/tt1242605/,movie,3.5,94,2009,"Comedy, Horror",353,2009-11-24,Brian Skiba
232,tt0349349,2012-12-14,2012-12-14,,Die You Zombie Bastards!,https://www.imdb.com/title/tt0349349/,movie,4.4,97,2005,"Comedy, Fantasy, Horror, Sci-Fi",647,2005-02-28,Caleb Emerson
233,tt1290417,2012-12-14,2012-12-14,,Retardead,https://www.imdb.com/title/tt1290417/,video,3.3,100,2008,"Comedy, Horror",379,2008-07-11,"Rick Popko, Dan West"
234,tt1103262,2012-12-14,2012-12-14,,Deadlands 2: Trapped,https://www.imdb.com/title/tt1103262/,movie,3.6,80,2008,"Horror, Sci-Fi, Thriller",318,2008-10-31,Gary Ugarek
235,tt2141875,2012-12-14,2012-12-14,,Osombie,https://www.imdb.com/title/tt2141875/,movie,3.6,92,2012,"Action, Horror",1475,2012-05-05,John Lyde
236,tt1937495,2012-12-14,2012-12-14,,Jesus Hates Zombies,https://www.imdb.com/title/tt1937495/,movie,,,,,,,Eric Balfour
237,tt1821352,2012-12-14,2012-12-14,,Bong of the Dead,https://www.imdb.com/title/tt1821352/,video,3.2,91,2011,"Action, Comedy, Horror",598,2011-05-12,Thomas Newman
238,tt0497432,2012-12-14,2012-12-14,,The Rage,https://www.imdb.com/title/tt0497432/,movie,4.3,85,2007,Horror,1658,2007-07-13,Robert Kurtzman
239,tt0765475,2012-12-14,2012-12-14,,Special Dead,https://www.imdb.com/title/tt0765475/,movie,4.5,90,2006,"Comedy, Horror",462,2006-01-13,"Sean Simmons, Thomas L. Phillips"
240,tt1260570,2012-12-14,2012-12-14,,Die-ner (Get It?),https://www.imdb.com/title/tt1260570/,movie,4.1,75,2009,"Comedy, Horror",520,2009-10-31,Patrick Horvath
241,tt0387549,2012-12-14,2012-12-14,,The Roost,https://www.imdb.com/title/tt0387549/,movie,4.9,80,2005,"Horror, Thriller",1866,2005-03-12,Ti West
242,tt0082966,2012-12-14,2012-12-14,,Quella villa accanto al cimitero,https://www.imdb.com/title/tt0082966/,movie,6.2,86,1981,Horror,11166,1981-08-14,Lucio Fulci
243,tt0473348,2012-12-14,2012-12-14,,Dead Men Walking,https://www.imdb.com/title/tt0473348/,movie,3.8,82,2005,Horror,1175,2005-10-25,Peter Mervis
244,tt0779982,2012-12-14,2012-12-14,,Black Sheep,https://www.imdb.com/title/tt0779982/,movie,5.8,87,2006,"Comedy, Horror, Sci-Fi",37624,2006-09-10,Jonathan King
245,tt0467488,2012-12-14,2012-12-14,,Shao Lin jiang shi,https://www.imdb.com/title/tt0467488/,movie,4.1,94,2004,"Action, Comedy, Horror",319,2004-03-16,Douglas Kung
246,tt0861701,2012-12-14,2012-12-14,,Deadlands: The Rising,https://www.imdb.com/title/tt0861701/,movie,2.2,72,2006,"Action, Horror, Thriller",576,2006-09-02,Gary Ugarek
247,tt0107953,2012-12-14,2012-12-14,,Return of the Living Dead III,https://www.imdb.com/title/tt0107953/,movie,5.9,97,1993,Horror,12479,1993-06-05,Brian Yuzna
248,tt0411805,2012-12-14,2012-12-14,,Return of the Living Dead: Necropolis,https://www.imdb.com/title/tt0411805/,movie,3.2,88,2005,"Action, Comedy, Horror, Sci-Fi",4406,2005-10-15,Ellory Elkayem
249,tt0411806,2012-12-14,2012-12-14,,Return of the Living Dead: Rave to the Grave,https://www.imdb.com/title/tt0411806/,movie,3.3,86,2005,"Comedy, Horror, Sci-Fi",3816,2005-10-15,Ellory Elkayem
250,tt2246549,2012-12-14,2012-12-14,,Abraham Lincoln vs. Zombies,https://www.imdb.com/title/tt2246549/,video,3.1,96,2012,"Action, Comedy, Horror",3698,2012-05-29,Richard Schenkman
251,tt0321781,2012-12-14,2012-12-14,,Cremaster 3,https://www.imdb.com/title/tt0321781/,movie,7.1,182,2002,"Drama, Fantasy",1311,2002-05-15,Matthew Barney
252,tt0103959,2012-12-14,2012-12-14,,Chrome Hearts,https://www.imdb.com/title/tt0103959/,movie,3.8,86,1989,"Comedy, Horror",1720,1989-10-31,Dan Hoskins
253,tt0879265,2012-12-14,2012-12-14,,Zonbi jieitai,https://www.imdb.com/title/tt0879265/,movie,4.6,75,2006,"Action, Comedy, Horror, Sci-Fi",402,2006-04-23,Naoyuki Tomomatsu
254,tt0264932,2012-12-14,2012-12-14,,Mulva: Zombie Ass Kicker!,https://www.imdb.com/title/tt0264932/,video,2.7,59,2001,"Action, Comedy, Horror",405,2001-04-07,Chris Seaver
255,tt1616537,2012-12-14,2012-12-14,,Joshikôsei zonbi,https://www.imdb.com/title/tt1616537/,movie,3.6,,2010,"Action, Horror",16,2010-03-20,Masashi Minami
256,tt0462485,2012-12-14,2012-12-14,,Poultrygeist: Night of the Chicken Dead,https://www.imdb.com/title/tt0462485/,movie,6.2,103,2006,"Comedy, Horror, Musical, Sci-Fi",7268,2006-12-29,Lloyd Kaufman
257,tt0758765,2012-12-14,2012-12-14,,Marty Jenkins and the Vampire Bitches,https://www.imdb.com/title/tt0758765/,movie,4.5,80,2006,"Comedy, Horror",78,2006-03-31,Henrique Couto
258,tt1790033,2012-12-14,2012-12-14,,Bite Me,https://www.imdb.com/title/tt1790033/,tvSeries,7.8,,2010,"Comedy, Horror",569,2010-10-29,
259,tt0818095,2012-12-14,2012-12-14,,Dead at the Box Office,https://www.imdb.com/title/tt0818095/,movie,1.7,,2005,"Horror, Thriller",597,2005-09-16,Shawn Stutler
260,tt1715362,2012-12-14,2012-12-14,,Zombie Apocalypse: Redemption,https://www.imdb.com/title/tt1715362/,movie,3.2,101,2011,"Action, Horror",538,2011-04-16,Ryan Thompson
261,tt1927012,2012-12-23,2012-12-23,,Dead Shadows,https://www.imdb.com/title/tt1927012/,movie,3.8,75,2012,"Horror, Sci-Fi",1058,2012-09-10,David Cholewa
262,tt0401320,2013-01-08,2013-01-08,,Choking Hazard,https://www.imdb.com/title/tt0401320/,movie,5.2,81,2004,"Comedy, Horror",435,2004-04-02,Marek Dobes
263,tt0897444,2013-01-31,2013-01-31,,Zombie Wars,https://www.imdb.com/title/tt0897444/,video,3.0,80,2007,"Horror, Sci-Fi",873,2007-11-02,David A. Prior
